ID,Type,Spine,Title (Data retrieved 2019-06-21),Year,Country,Duration,Created,Expiring,Director,URL,Description,Not in Region
492528,feature,,Claire’s Camera,2017,"South Korea, France",1:08:11,2019-04-22,2019-11-01,Hong Sang-soo,https://www.criterionchannel.com/claire-s-camera/videos/claire-s-camera,"Directed by Hong Sang-soo • 2017 • South Korea, France /  / Starring Isabelle Huppert, Kim Min-hee /  /  /  / A refreshingly sunny performance from Isabelle Huppert is at the center of this comic charmer from South Korean master Hong Sang-soo. Huppert plays Claire, a schoolteacher with a camera (that might be magical) on her first visit to Cannes. She happens upon a film sales assistant, Man-hee (Kim Min-hee), recently laid off after a one-night stand with a film director (Jung Jin-young). Together, this unlikely pair become detectives of sorts, as they wander around the seaside resort town, working to better understand the circumstances of Man-hee’s firing—and developing new outlooks on life in the process. Intricately plotted with wit and charm to spare, CLAIRE’S CAMERA explores the power of images to transform us. “The only way to change things,” says Claire, “is to look at them again very slowly.”",CA
492520,supplement,,THE THIRD MAN on the Radio: “Lux Radio Theatre”,,,1:00:33,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-on-the-radio-lux-radio-theatre,"Originally broadcast on April 9, 1951, this “Lux Radio Theatre” adaptation of THE THIRD MAN featured Joseph Cotten, Evelyn Keyes, Ben Wright, Edgar Barrier, David O. Selznick starlet Irene Winston, and Ted de Corsia as Harry Lime. It was presented again on February 8, 1954, with Ray Milland and Ruth Roman in the lead roles.",
492518,supplement,,Who Was the Third Man?,,,0:29:19,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/who-was-the-third-man,"For the fiftieth anniversary of the Austrian premiere of THE THIRD MAN, Wien-Kanal (the Vienna Sewer Department) commissioned this documentary, written by Georg Markus and directed by Beate Thalberg. It aired in April 2000 on Austrian and German television and went on to win awards at festivals in Chicago (2001) and Hamburg, Germany (2002).",
492519,supplement,,THE THIRD MAN on the Radio: “A Ticket to Tangiers”,,,0:28:49,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-on-the-radio-a-ticket-to-tangiers,"In 1950, British radio producer Harry Alan Towers persuaded Orson Welles to revive his most popular role in a radio series called “The Lives of Harry Lime.” Each week Lime would recall a different adventure from his colorful past. The episode “A Ticket to Tangiers,” broadcast on August 24, 1951, was one of several episodes written by Welles.",
464123,supplement,,A Sense of Carol Reed,,,0:24:03,2019-03-27,2019-11-01,,https://www.criterionchannel.com/the-fallen-idol/videos/a-sense-of-carol-reed,"This documentary, made in 2006, traces the life and work of Carol Reed through archival footage and interviews with directors John Boorman, Guy Hamilton, and Bryan Forbes; cinematographer Oswald Morris; actor Ron Moody; and friend Ben Harrison.",
463161,supplement,,Creating the Worlds of TIME BANDITS,,,0:23:27,2019-03-27,2019-11-01,,https://www.criterionchannel.com/time-bandits/videos/creating-the-worlds-of-time-bandits,"This 2014 piece, narrated by film writer David Morgan, features production designer Milly Burns and costume designer James Acheson discussing how they created the various historical periods and fantasy worlds featured in TIME BANDITS.",
460602,supplement,,The True Death of Leland Drum,,,0:17:03,2019-03-25,2019-11-01,,https://www.criterionchannel.com/the-shooting/videos/the-true-death-of-leland-drum,"The following interview, conducted in 2014, features THE SHOOTING director Monte Hellman and actors John Hackett and B. J. Merholz.",
460600,supplement,,The Diary of Millie Perkins,,,0:16:08,2019-03-25,2019-11-01,,https://www.criterionchannel.com/the-shooting/videos/the-diary-of-millie-perkins,"The following interview, conducted in 2014, features THE SHOOTING director Monte Hellman and actor Millie Perkins.",
460601,supplement,,Whips and Jingles,,,0:15:20,2019-03-25,2019-11-01,,https://www.criterionchannel.com/the-shooting/videos/whips-and-jingles,"The following interview, conducted in 2014, features THE SHOOTING actor Will Hutchins and film programmer Jake Perlin.",
460603,supplement,,An American Original,,,0:14:01,2019-03-25,2019-11-01,,https://www.criterionchannel.com/the-shooting/videos/an-american-original,This 2014 video appreciation of THE SHOOTING actor Warren Oates was written and narrated by film critic Kim Morgan.,
492523,supplement,,THE THIRD MAN File: Insider Information,,,0:08:50,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-file-insider-information,"The Criterion Collection collaborated with writer Charles Drazin, author of the extensive study “In Search of THE THIRD MAN,” on the production history that accompanies this gallery of rare behind-the-scenes photos. Voice-over actor Robert Webb provides the narration.",
460599,supplement,,House of Corman,,,0:06:04,2019-03-25,2019-11-01,,https://www.criterionchannel.com/the-shooting/videos/house-of-corman,"The following interview, conducted in 2014, features THE SHOOTING director Monte Hellman and producer Roger Corman.",
492526,supplement,,THE THIRD MAN File: Kind to Foreigners,,,0:05:28,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-file-kind-to-foreigners,The following scenes from THE THIRD MAN were purposefully left untranslated by Carol Reed and Graham Greene to emphasize the American Holly Martins’s confusion in the strange surroundings of postwar Vienna. They are presented here with English subtitles.,
492516,supplement,,Peter Bogdanovich on THE THIRD MAN,,,0:04:43,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/peter-bogdanovich-on-the-third-man,The following is an introduction by filmmaker Peter Bogdanovich to THE THIRD MAN.,
465854,supplement,,Philip Kaufman on THE THIRD MAN,,,0:03:39,2019-03-29,2019-11-01,,https://www.criterionchannel.com/philip-kaufman-s-adventures-in-moviegoing/season:1/videos/philip-kaufman-on-the-third-man,,
492521,supplement,,THE THIRD MAN: Anton Karas at London’s Empress Club,,,0:03:00,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-anton-karas-at-london-s-empress-club,The following archival footage features THE THIRD MAN composer Anton Karas.,
465171,supplement,,Guillermo del Toro on TIME BANDITS,,,0:02:39,2019-03-28,2019-11-01,,https://www.criterionchannel.com/guillermo-del-toro-s-adventures-in-moviegoing/season:1/videos/guillermo-del-toro-on-time-bandits,,
492530,trailer,,THE DAY HE ARRIVES Trailer,,South Korea,0:02:12,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-day-he-arrives/videos/the-day-he-arrives-trailer,"Directed by Hong Sang-soo • 2011 • South Korea /  /  /  / Seongjun, a film director who no longer makes films, goes to Seoul to meet a close friend. When the friend doesn’t show up, Seongjun begins to wander the city aimlessly. He runs into an actress he used to know, shares a drink with some young film students, then, against his better judgment, heads to his ex-girlfriend’s apartment. The next day, he finally meets his friend, has some drinks, shares some conversation, and meets a young woman who looks exactly like his ex-girlfriend. The next day goes very much like the previous day. Through it all Seongjun moves forward, struggling to find a purpose to his trip.",CA
492648,trailer,,ON THE BEACH AT NIGHT ALONE Trailer,,"South Korea, Germany",0:02:11,2019-04-22,2019-11-01,,https://www.criterionchannel.com/on-the-beach-at-night-alone/videos/on-the-beach-at-night-alone-trailer,"Directed by Hong Sang-soo • 2017 • South Korea, Germany /  / Starring Kim Min-hee, Seo Young-hwa, Jeong Jae-yeong /  /  /  / Art imitates life in this quietly devastating masterpiece from Hong Sang-soo. Kim Min-hee—in the role that won her the Silver Bear for best actress in Berlin—plays Young-hee, an actress reeling in the aftermath of an affair with a married film director. Young-hee visits Hamburg then returns to Korea, but as she meets with friends and has her fair share to drink, increasingly startling confessions emerge. No stranger to mining his own experience for his films, Hong, whose real-life affair with Kim stirred up a media frenzy in Korea, here confronts his personal life with a newfound emotional directness. With an incredibly raw and vulnerable performance from Kim at its center, ON THE BEACH AT NIGHT ALONE is one of the most dynamic collaborations between director and performer in contemporary cinema. ",CA
492522,supplement,,THE THIRD MAN: In the Underworld of Vienna,,,0:01:53,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-in-the-underworld-of-vienna,The following is archival footage of police in Vienna patrolling the city’s sewers.,
492469,trailer,,ARCHIPELAGO Trailer,,,0:01:50,2019-04-22,2019-11-01,,https://www.criterionchannel.com/archipelago/videos/archipelago-trailer,,
492525,supplement,,THE THIRD MAN File: UK Opening,,,0:01:37,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-file-uk-opening,"In the original, British version of THE THIRD MAN, an unknown narrator (the voice of director Carol Reed) introduces the audience to occupied Vienna. His tone is worldly and cynical as he alludes to his black-market connections.",
492527,trailer,,CLAIRE’S CAMERA Trailer,,"South Korea, France",0:01:37,2019-04-22,2019-11-01,,https://www.criterionchannel.com/claire-s-camera/videos/claire-s-camera-trailer,"Directed by Hong Sang-soo • 2017 • South Korea, France /  /  /  / A refreshingly sunny performance from Isabelle Huppert (The Piano Teacher, Elle) is at the center of this comic idyll from South Korean Master Hong Sang-soo. Huppert plays Claire, a school teacher with a camera (that might be magical) on her first visit to Cannes. She happens upon a film sales assistant, Manhee (Kim Minhee), recently laid off after a one-night stand with a film director (Jung Jinyoung). Together, this unlikely pair become detectives of sorts, as they wander around the seaside resort town, working to better understand the circumstances of Manhee's firing—and developing new outlooks on life in the process.",CA
492524,supplement,,THE THIRD MAN File: U.S. Opening,,,0:01:26,2019-04-22,2019-11-01,,https://www.criterionchannel.com/the-third-man/videos/the-third-man-file-u-s-opening,"In the original version of THE THIRD MAN, an unknown narrator introduces the audience to occupied Vienna, his tone worldly and cynical as he alludes to his black-market connections. Producer David O. Selznick had Joseph Cotten rerecord this voice-over as Holly Martins for the American release, omitting lines suggesting the narrator was a racketeer.",
492542,feature,,The Love Witch,2016,United States,2:00:53,2019-04-22,2019-11-08,Anna Biller,https://www.criterionchannel.com/the-love-witch/videos/the-love-witch,"Directed by Anna Biller • 2016 • United States /  / Starring Samantha Robinson, Gian Keys, Laura Waddell /  /  /  / Elaine, a beautiful young witch, is determined to find a man to love her. In her gothic Victorian apartment she makes spells and potions, and then picks up men and seduces them. However, her spells work too well, leaving her with a string of hapless victims. When she finally meets the man of her dreams, her desperation to be loved will drive her to the brink of insanity and murder. With a visual style that pays tribute to Technicolor thrillers of the sixties, THE LOVE WITCH explores female fantasy and the repercussions of pathological narcissism.",
492584,feature,,Viva,2007,United States,2:00:38,2019-04-22,2019-11-08,Anna Biller,https://www.criterionchannel.com/viva-1/videos/viva,"Directed by Anna Biller • 2007 • United States /  / Starring Anna Biller, Jared Sanford, Bridget Brno /  /  /  / VIVA is a cult freak-out retro 1970s spectacle about a bored housewife who gets sucked into the sexual revolution. Abandoned by her perfect Ken-doll husband, Barbi is dragged into trouble by her girlfriend, who spouts women’s lib as she gets Barbi to discard her bra and go out on the town. Barbi becomes a Red Riding Hood in a sea of wolves, and quickly learns a lot more than she wanted to about the different kinds of scenes going on in the wild seventies, including nudist camps, the hippie scene, orgies, bisexuality, sadism, drugs, and bohemia. VIVA is a highly stylized film that draws on classic exploitation cinema for its look and characters. Saturated to the hilt with vibrant color, and exquisitely detailed in its depiction of the period, VIVA looks like a lost film from the late sixties, even down to the campy and self-assured performances, the big lighting, the plethora of negligees, and the delirious assortment of Salvation Army ashtrays, lamps, fabrics, and bric-a-brac. Whether you’re looking for naked people dancing, alcoholic swingers, stylish sex scenes, a sea of polyester, Hammond organ jams, glitzy show numbers, white horses, blondes in bathtubs, gay hairdressers, or psychedelic animation, VIVA has it all!",
512892,feature,,Silent Light,2007,Mexico,2:16:36,2019-05-29,2019-12-01,Carlos Reygadas,https://www.criterionchannel.com/silent-light/videos/silent-light,"Directed by Carlos Reygadas • 2007 • Mexico / Starring Cornelio Wall, Miriam Toews, Maria Pankratz /  / Opening with a magisterial heaven-meets-earth time-lapse and climaxing with one of the most stunning endings in recent memory, Carlos Reygadas’s sublime spiritual odyssey is as close to the transcendent visions of Carl Theodor Dreyer as twenty-first-century cinema has come. Set in the cloistered world of Mexico’s Mennonite community and performed entirely in the Plautdietsch dialect, SILENT LIGHT charts the inner struggle of a man torn between his commitment to his wife and his love for another woman. It’s a quietly shattering existential crisis that plays out with a rapturous attention to the rhythms of everyday life, the cycles of nature, and the profound mysteries of the soul.",
512889,feature,,Cemetery of Splendor,2015,Thailand,2:02:08,2019-05-29,2019-12-01,Apichatpong Weerasethakul,https://www.criterionchannel.com/directed-by-apichatpong-weerasethakul/season:1/videos/cemetery-of-splendor,"Directed by Apichatpong Weerasethakul • 2015 • Thailand /  / Starring Jenjira Pongpas, Banlop Lomnoi /  /  /  / Soldiers with a mysterious sleeping sickness are transferred to a temporary clinic in a former school. The memory-filled space becomes a revelatory world for housewife and volunteer Jenjira, as she watches over Itt, a handsome soldier with no family visitors. There may be a connection between the soldiers’ enigmatic syndrome and the mythical ancient site that lies beneath the clinic. Magic, healing, romance, and dreams are all part of Jen’s tender path to a deeper awareness of herself and the world around her.",
512855,feature,,Tropical Malady,2004,Thailand,1:54:15,2019-05-29,2019-12-01,Apichatpong Weerasethakul,https://www.criterionchannel.com/directed-by-apichatpong-weerasethakul/season:1/videos/tropical-malady,"Directed by Apichatpong Weerasethakul • 2004 • Thailand /  / Starring Banlop Lomnoi, Sakda Kaewbuadee /  /  /  / TROPICAL MALADY is a lyrical and mysterious love story by maverick Thai director Apichatpong Weerasethakul. The film chronicles the mystical romance between a young soldier and the country boy he seduces—until the boy suddenly disappears. Local legends claim he has been transformed into a mythic wild beast, so the soldier journeys alone into the heart of the Thai jungle in search of him.",CA
514479,feature,,Uncle Boonmee Who Can Recall His Past Lives,2010,Thailand,1:53:37,2019-05-31,2019-12-01,Apichatpong Weerasethakul,https://www.criterionchannel.com/directed-by-apichatpong-weerasethakul/season:1/videos/uncle-boonmee-who-can-recall-his-past-lives,"Directed by Apichatpong Weerasethakul • 2010 • Thailand /  / Starring Thanapat Saisaymar, Jenjira Pongpas, Sakda Kaewbuadee /  /  /  / Winner of the Palme d’Or, UNCLE BOONMEE WHO CAN RECALL HIS PAST LIVES is an unclassifiable tale of a man embracing life’s greatest mystery. Suffering from acute kidney failure, Uncle Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long-lost son returns home in a nonhuman form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",
512890,feature,,Battle in Heaven,2005,Mexico,1:50:42,2019-05-29,2019-12-01,Carlos Reygadas,https://www.criterionchannel.com/battle-in-heaven/videos/battle-in-heaven,"Directed by Carlos Reygadas • 2005 • Mexico / Starring Marcos Hernández, Anapola Mushkadiz /  / Cast entirely with nonprofessionals, BATTLE IN HEAVEN tells the story of Marcos, the middle-aged chauffeur of Ana, daughter of a Mexican general. Marcos is the only member of Ana’s household who knows she leads a double life. Although a child of Mexico’s political elite, Ana amuses herself by working as a prostitute in a high-end brothel. But Marcos also has a secret, a crime that he confesses to Ana, creating a bond of secrecy consecrated by the flesh that unites them. As the police draw closer, Ana urges Marcos to turn himself in, but he seeks redemption from a higher power.",
514473,feature,,The Life and Adventures of Nicholas Nickleby,1947,United Kingdom,1:47:47,2019-05-31,2019-12-01,Alberto Cavalcanti,https://www.criterionchannel.com/the-life-and-adventures-of-nicholas-nickleby/videos/the-life-and-adventures-of-nicholas-nickleby,"Directed by Alberto Cavalcanti • 1947 • United Kingdom /  / Starring Derek Bond, Cedric Hardwicke  /  /  /  / A resourceful young man makes his way through nineteenth-century London society as he tries to escape the grasp of his villainous uncle in this stylish adaptation of Charles Dickens’s sprawling novel. Directed by the Brazilian-born Alberto Cavalcanti—who began his career in the French avant-garde before finding his way to Britain’s famed Ealing Studios—and starring stage and screen legends Sir Cedric Hardwicke and Stanley Holloway, THE LIFE AND ADVENTURES OF NICHOLAS NICKLEBY packs a dizzying amount of Dickensian action into its richly atmospheric evocation of Victorian England.",
513418,feature,325,Kind Hearts and Coronets,1949,United Kingdom,1:46:20,2019-05-30,2019-12-01,Robert Hamer,https://www.criterionchannel.com/kind-hearts-and-coronets/videos/kind-hearts-and-coronets,"Directed by Robert Hamer • 1949 • United Kingdom /  / Starring Alec Guiness, Dennis Price, Valerie Hobson /  /  /  / Director Robert Hamer’s fiendishly funny KIND HEARTS AND CORONETS stands as one of Ealing Studios’ greatest triumphs, and one of the most wickedly hilarious black comedies ever made. Dennis Price is sublime as an embittered young commoner determined to avenge his mother’s unjust disinheritance by ascending to her family’s dukedom. Unfortunately, eight relatives, all played by the incomparable Alec Guinness, must be eliminated before he can do so.",
512858,feature,,Syndromes and a Century,2006,Thailand,1:45:58,2019-05-29,2019-12-01,Apichatpong Weerasethakul,https://www.criterionchannel.com/directed-by-apichatpong-weerasethakul/season:1/videos/syndromes-and-a-century,"Directed by Apichatpong Weerasethakul • 2006 • Thailand / Starring Nantarat Sawaddikul, Jaruchai Iamaram /  / In perhaps his most invitingly mysterious, joyously experimental work to date, Apichatpong Weerasethakul reimagines the lives and loves of his parents in the years before they met. Unfolding in two mirror-image chapters—one set in a sun-splashed rural hospital in the not-too-distant past, the other in a fluorescent-lit modern medical facility—SYNDROMES AND A CENTURY begins as a languorous love story that gradually spins off its narrative axis into the realm of hallucination as memories, sensory impressions, and daydream images wash over one another to blissful, mind-altering effect.",
512884,feature,,Yeelen,1975,Mali,1:45:51,2019-05-29,2019-12-01,Christopher Miles,https://www.criterionchannel.com/a-pack-of-hyenas/season:1/videos/yeelen,"Directed by Souleymane Cissé • 1987 • Mali / Starring Issiaka Kane, Aoua Sangare /  / This adaptation of an ancient oral legend from Mali is one the most acclaimed and widely seen African films ever made. An Oedipal story infused with magic, YEELEN is as visually stunning as anything from Hollywood. Set in the powerful Mali Empire of the thirteenth century, the film follows the journey of Nianankoro, a young warrior who must battle the powerful Komo cult. Nianankoro’s greatest enemy is his own father, a dangerous and corrupt wizard who uses his dark magic to try and destroy his son. Traveling over the arid Bambara, Fulani, and Dogan lands of ancient West Africa, Nianankoro eventually comes face to face with his father in a fatal showdown. Cissé’s extraordinary use of landscapes and light produces a unique and striking cinematic style.",
514455,,,THE DECLINE OF WESTERN CIVILIZATION Commentary,,,1:40:23,2019-05-31,2019-12-01,,https://www.criterionchannel.com/the-decline-of-western-civilization-1/videos/the-decline-of-western-civilization-commentary,,
512896,feature,,The Decline of Western Civilization,1988,United States,1:40:18,2019-05-29,2019-12-01,Penelope Spheeris,https://www.criterionchannel.com/the-decline-of-western-civilization-1/videos/the-decline-of-western-civilization,"Directed by Penelope Spheeris • 1981 • United States /  / This riveting, unflinching, and hard-core documentary adeptly captures the spirit of a major cultural phenomenon and features performances by X, Circle Jerks, Black Flag, Catholic Discipline, Germs, and Alice Bag Band. Breaking down barriers of expression and social mores, these Los Angeles punks opposed everything, giving birth to an antiestablishment view of the world that permeates today’s music, politics, social attitudes, styles, and trends. Spheeris’s film documents their deliberate reaction to the mass commercialism of music. Still burgeoning at the time, many of the punk bands first seen here have since become legendary.",
512894,feature,,Suburbia,1982,United States,1:35:05,2019-05-29,2019-12-01,Marin Rosen,https://www.criterionchannel.com/suburbia/videos/suburbia,"Directed by Penelope Spheeris • 1983 • United States / Starring Chris Pedersen, Bill Coyne, Jennifer Clay /  / Aften plunging into the Los Angeles rock scene with her landmark documentary THE DECLINE OF WESTERN CIVILIZATION, Penelope Spheeris made this dramatic feature animated by the same punk spirit. Evan and his younger brother leave their broken home in an attempt to escape their alcoholic mother. They find family in a group of punks who live as squatters in an abandoned shack by the side of the highway.",
514483,feature,,The Maids,1987,United Kingdom,1:33:57,2019-05-31,2019-12-01,Souleymane Cisse,https://www.criterionchannel.com/the-maids/videos/the-maids,"Directed by Christopher Miles • 1975 • United Kingdom /  / Starring Glenda Jackson, Susannah York, Vivien Merchant /  /  /  / Jean Genet receives an unbridled, expertly cinematic rendering in this adaptation of his perverse play. Glenda Jackson and Susannah York play Solange and Claire, Paris maids who tend to the unending domestic needs of cruel socialite Madame (Vivien Merchant). Whenever Madame is away, the sisters obsessively act out a complex role-playing psychodrama of domination and control that feeds their powerful lust for revenge upon their haughty, disdainful mistress. Director Christopher Miles and cinematographer Douglas Slocombe focus Genet’s heady theatricality into a riveting and dynamic cinematic experience. In a world where the lines between mistress and servant, confession and accusation, degradation and redemption, and murder and suicide become as fragile as French lace, the fatal truth remains that, “naturally, maids are guilty when madams are innocent.”",
514487,feature,,The Decline of Western Civilization Part II: The Metal Years,1998,United States,1:33:13,2019-05-31,2019-12-01,Penelope Spheeris,https://www.criterionchannel.com/the-decline-of-western-civilization-part-ii-the-metal-years/videos/the-decline-of-western-civilization-part-ii-the-metal-years,"Directed by Penelope Spheeris • 1988 • United States /  /  /  / The second in Penelope Spheeris’s trilogy on alternative LA, THE METAL YEARS takes a fast-paced look at the outrageous heavy metal scene of the late eighties. Set in Los Angeles, the film explores the lives of struggling musicians, fans, and starstruck groupies. Featuring Alice Cooper, Ozzy Osbourne, Poison, and members of Aerosmith, Kiss, and Motörhead, as well as performances by Megadeth, Faster Pussycat, Lizzy Borden, London, Odin, and Seduce, this raucous and entertaining chapter chronicles the lonely naiveté of the striving bands, the endless flow of alcohol and drugs, and the relentless sexism endemic to the scene.",
512842,feature,,Tales of Beatrix Potter,1971,United Kingdom,1:29:44,2019-05-29,2019-12-01,Reginald Mills,https://www.criterionchannel.com/tales-of-beatrix-potter/videos/tales-of-beatrix-potter,"Directed by Reginald Mills • 1971 • United Kingdom /  / Starring Frederick Ashton, Alexander Grant, Julie Wood /  /  /  / Peter Rabbit, Jemima Puddle-Duck, Squirrel Nutkin, Mrs. Tiggy-Winkle, and the rest of the Victorian-garbed creatures sprung from the imagination of Beatrix Potter star in this enchanting dance film. Directed by THE RED SHOES editor Reginald Mills, choreographed by the renowned Frederick Ashton, and performed by members of the Royal Ballet, TALES OF BEATRIX POTTER brings the writer’s storybook world to captivating life as mischievous mice wreak havoc in a dollhouse, a band of bushy-tailed squirrels romp in a forest clearing, and a pair of pigs execute an elegant pas de deux. Magnificently costumed and designed, this one-of-a-kind classic beautifully captures the spirit and charm of Potter’s timeless tales.",
512839,feature,,The Captain’s Paradise,1953,United Kingdom,1:28:48,2019-05-29,2019-12-01,Anthony Kimmins,https://www.criterionchannel.com/the-captain-s-paradise/videos/the-captain-s-paradise,"Directed by Anthony Kimmins • 1953 • United Kingdom /  / Starring Alec Guinness, Yvonne De Carlo, Celia Johnson /  /  /  / Alec Guinness is at his peerless best in this frothy, soufflé-light comedy. He stars as Captain Henry St. James, a ship’s captain bouncing between ports in Gibraltar and North Africa and living a double life as husband to two women: one a straight-laced British housewife (Celia Johnson of BRIEF ENCOUNTER), the other a tempestuous Moroccan spitfire (Yvonne De Carlo). Though not produced at Ealing Studios, where Guinness was concurrently making some of the most beloved British comedies of the era, THE CAPTAIN’S PARADISE sparkles with the same mischievous wit and quintessentially English élan.",
513417,feature,,The Wicker Man,1975,United Kingdom,1:28:20,2019-05-30,2019-12-01,Robin Hardy,https://www.criterionchannel.com/pagans-policemen-parents-palazzos/season:1/videos/the-wicker-man,"Directed by Robin Hardy • 1973 • United Kingdom /  / Starring Edward Woodward, Christopher Lee /  /  /  / This legendary cult favorite was released to relatively little fanfare but has gone on to be regarded as one of the most disturbing and audacious horror films of all time. A young girl’s disappearance brings police sergeant Neil Howie (Edward Woodward) to a remote Scottish island, where he finds himself plunged into a sinister society of pagan pageantry and nature worship presided over by the menacing Lord Summerisle (British horror icon Christopher Lee). Set to an influential psychedelic-folk soundtrack (cue the creepy panpipes), THE WICKER MAN is a one-of-a-kind occult classic that retains its power to fascinate and shock.",
514488,feature,,The Decline of Western Civilization Part III,1983,United States,1:26:20,2019-05-31,2019-12-01,Penelope Spheeris,https://www.criterionchannel.com/the-decline-of-western-civilization-part-iii/videos/the-decline-of-western-civilization-part-iii,"Directed by Penelope Spheeris • 1998 • United States /  /  /  / With the final installment of her DECLINE OF WESTERN CIVILIZATION trilogy, Penelope Spheeris focuses on the gutter-punk lifestyle of homeless teenagers in Los Angeles. Turning her attention away from the famous musicians profiled in the first two films of the trilogy and toward their fans on the margins of society, Spheeris plumbs the comedy and the tragedy of characters who live by Johnny Rotten’s “No Future” mantra.",
512838,feature,,The Man in the White Suit,1952,United Kingdom,1:25:23,2019-05-29,2019-12-01,Alexander Mackendrick,https://www.criterionchannel.com/the-man-in-the-white-suit/videos/the-man-in-the-white-suit,"Directed by Alexander Mackendrick • 1951 • United Kingdom /  / Starring Alec Guinness, Joan Greenwood, Cecil Parker /  /  /  / A young laboratory assistant in a textile mill infuriates management and labor when he invents an indestructible, stain-resistant fabric and tries to put it on the market. One of the most ambitious of all the Ealing Studios comedies, THE MAN IN THE WHITE SUIT pokes fun at big business, planned obsolescence, and organized labor.",
514486,feature,,The Plague Dogs,1981,"United Kingdom, United States",1:25:13,2019-05-31,2019-12-01,Penelope Spheeris,https://www.criterionchannel.com/wild-things/season:1/videos/the-plague-dogs,"Directed by Martin Rosen • 1982 • United Kingdom, United States / Starring John Hurt, Christopher Benjamin /  / Two dogs embark on a perilous quest toward freedom in this heartrending animated adventure. Having already adapted WATERSHIP DOWN for the screen, director Martin Rosen turned to another classic novel by Richard Adams, this one perhaps even more harrowing. THE PLAGUE DOGS follows the journey of Rowf and Snitter, two laboratory testing dogs who escape from an inhumane research facility only to find themselves thrust into a harsh wilderness, where they are hunted at every turn by humans who believe they are carrying the plague. Animated with a dynamic realism that’s worlds removed from kid-friendly cuddliness, this hard-hitting fable is a haunting reflection on the search for liberty in an unforgiving world.",
512869,feature,,Marwencol,2010,United States,1:22:31,2019-05-29,2019-12-01,Jeff Malmberg,https://www.criterionchannel.com/marwencol/videos/marwencol,"Directed by Jeff Malmberg • 2010 • United States /  / Outside a small bar in Kingston, New York, Mark Hogancamp was beaten nearly to death, his memories wiped away. Seeking recovery, he constructs Marwencol, a miniature World War II–era town filled with doll-sized versions of his friends, fantasies, and even his attackers. As he documents the town’s dramas with his camera, the dolls become living characters in an epic tale of love, adventure, resurrection, and revenge. When his photos are discovered by the art world, Mark is suddenly forced to choose between the safety of his imaginary world and the real world he’s avoided since the attack.",
512840,feature,,The Lavender Hill Mob,1951,United Kingdom,1:21:13,2019-05-29,2019-12-01,Charles Crichton,https://www.criterionchannel.com/the-lavender-hill-mob/videos/the-lavender-hill-mob,"Directed by Charles Crichton • 1951 • United Kingdom /  / Starring Alec Guinness, Stanley Holloway, Sidney James /  /  /  / Alec Guinness is a prim and respectable bank clerk who organizes a gang to steal gold bullion and smuggle it out of the country as Eiffel Tower souvenir paperweights. Delightful acting, a fine sense of timing, and exhilarating chase scenes make this carefree satire of British middle-class values one of Ealing Studios’ best postwar productions.",
512860,feature,,The Hours and Times,1991,United States,0:58:02,2019-05-29,2019-12-01,Christopher Münch,https://www.criterionchannel.com/the-hours-and-times/videos/the-hours-and-times,"Directed by Christopher Munch • 1991 • United States /  / Starring David Angus, Ian Hart /  /  /  / This much is known: in April 1963, John Lennon and Beatles manager Brian Epstein, the mastermind behind the band’s meteoric rise, travelled to Barcelona for an extended weekend getaway. What happened there is a matter of speculation that director Christopher Munch explores to the fullest in his bold, thought-provoking debut. Riffing on the real-life bond shared by the two vastly different men—one a worldly gay sophisticate, the other a rough-around-the-edges rocker on the cusp of superstardom—the recently restored THE HOURS AND TIMES probes the intricacies of friendship, love, and sex with nuance and piercing insight.",
514494,,,Mark Toscano and Penelope Spheeris in Conversation,,,0:10:40,2019-05-31,2019-12-01,,https://www.criterionchannel.com/the-decline-of-western-civilization-1/videos/mark-toscano-interviews-penelope-spheeris,"In the following conversation, recorded in 2014 at the University of Michigan, filmmaker and archivist Mark Toscano talks with director Penelope Spheeris about her career, her beginnings as a music video director, and the DECLINE OF WESTERN CIVILIZATION trilogy. ",
514495,,,Behind the Scenes of THE DECLINE OF WESTERN CIVILIZATION PART III,,,0:06:42,2019-05-31,2019-12-01,,https://www.criterionchannel.com/the-decline-of-western-civilization-1/videos/behind-the-scenes-of-the-decline-of-western-civilization-part-iii,This behind-the-scenes footage is accompanied by a voice-over from Penelope Spheeris that offers insight into her filmmaking process.  /  / ,
